nominee_id,nominee_name,nominator_id,nominator_name,year,type
11095,"Clemens Schöpf",13088,"Walther Awe",1962,C
11095,"Clemens Schöpf",10505,"E Sakellarios",1966,C
9458,"Georges Urbain",3649,"Victor Grignard",1924,C
9458,"Georges Urbain",3649,"Victor Grignard",1926,C
9458,"Georges Urbain",3649,"Victor Grignard",1923,C
9458,"Georges Urbain",3649,"Victor Grignard",1934,C
9458,"Georges Urbain",3649,"Victor Grignard",1931,C
9458,"Georges Urbain",3649,"Victor Grignard",1920,C
9458,"Georges Urbain",3649,"Victor Grignard",1928,C
9458,"Georges Urbain",3649,"Victor Grignard",1933,C
9458,"Georges Urbain",3649,"Victor Grignard",1922,C
9458,"Georges Urbain",3649,"Victor Grignard",1921,C
9458,"Georges Urbain",3649,"Victor Grignard",1917,C
9458,"Georges Urbain",3765,"Jacques Hadamard",1921,C
9458,"Georges Urbain",3765,"Jacques Hadamard",1922,C
9458,"Georges Urbain",3765,"Jacques Hadamard",1925,C
9458,"Georges Urbain",3765,"Jacques Hadamard",1924,C
9458,"Georges Urbain",3765,"Jacques Hadamard",1930,C
9458,"Georges Urbain",3765,"Jacques Hadamard",1929,C
9458,"Georges Urbain",3765,"Jacques Hadamard",1923,C
9458,"Georges Urbain",3765,"Jacques Hadamard",1926,C
9458,"Georges Urbain",4613,"Frédéric Joliot",1936,C
9458,"Georges Urbain",2132,"Gaston Darboux",1912,C
9458,"Georges Urbain",2132,"Gaston Darboux",1913,C
9458,"Georges Urbain",6950,"Paul Painlevé",1928,C
9458,"Georges Urbain",1172,"Jules Bordet",1927,C
9458,"Georges Urbain",1172,"Jules Bordet",1922,C
9458,"Georges Urbain",1172,"Jules Bordet",1925,C
9458,"Georges Urbain",1172,"Jules Bordet",1920,C
9458,"Georges Urbain",1172,"Jules Bordet",1929,C
9458,"Georges Urbain",7699,"A Richard",1926,C
9458,"Georges Urbain",1304,"Bohuslav Brauner",1923,C
9458,"Georges Urbain",1304,"Bohuslav Brauner",1916,C
9458,"Georges Urbain",1304,"Bohuslav Brauner",1926,C
9458,"Georges Urbain",9572,"Gustave Vavon",1932,C
9458,"Georges Urbain",9751,"Hans K von Euler-Chelpin",1916,C
9458,"Georges Urbain",3710,"Charles E Guillaume",1924,C
9458,"Georges Urbain",3710,"Charles E Guillaume",1925,C
9458,"Georges Urbain",3710,"Charles E Guillaume",1927,C
9458,"Georges Urbain",7136,"Jean B Perrin",1936,C
9458,"Georges Urbain",7136,"Jean B Perrin",1927,C
9458,"Georges Urbain",7136,"Jean B Perrin",1915,C
9458,"Georges Urbain",7136,"Jean B Perrin",1924,C
9458,"Georges Urbain",7136,"Jean B Perrin",1922,C
9458,"Georges Urbain",3482,"Emile Gley",1930,C
9458,"Georges Urbain",4154,"Jaroslav Heyrovský",1926,C
9458,"Georges Urbain",3357,"Henry Gault",1933,C
9458,"Georges Urbain",7302,"Frantisek Plzák",1926,C
9458,"Georges Urbain",1964,"Raymond Cornubert",1932,C
9458,"Georges Urbain",8777,"Jan Sterba-Böhm",1926,C
9458,"Georges Urbain",6221,"Louis Meunier",1928,C
9458,"Georges Urbain",4615,"Irène Joliot-Curie",1936,C
9458,"Georges Urbain",2417,"Nil R Dhar",1939,C
9458,"Georges Urbain",9700,"Viktorin Vojtech",1926,C
9458,"Georges Urbain",1237,"Francois Bourion",1932,C
9458,"Georges Urbain",2605,"Georges Dupont",1926,C
9458,"Georges Urbain",1957,"Eugène Cornec",1933,C
9458,"Georges Urbain",7173,"Paul Petit",1932,C
10210,"Richard M Willstätter",7913,"Viktor Rothmund",1912,C
10210,"Richard M Willstätter",800,"Ernst Beckmann",1914,C
10210,"Richard M Willstätter",800,"Ernst Beckmann",1915,C
10210,"Richard M Willstätter",3649,"Victor Grignard",1914,C
10210,"Richard M Willstätter",2713,"Paul Ehrlich",1913,C
10210,"Richard M Willstätter",2713,"Paul Ehrlich",1912,C
10210,"Richard M Willstätter",2713,"Paul Ehrlich",1914,C
10210,"Richard M Willstätter",6616,"Bernhard Naunyn",1914,C
10210,"Richard M Willstätter",7707,"Theodore W Richards",1915,C
10210,"Richard M Willstätter",7707,"Theodore W Richards",1912,C
10210,"Richard M Willstätter",7707,"Theodore W Richards",1914,C
10210,"Richard M Willstätter",7707,"Theodore W Richards",1911,C
10210,"Richard M Willstätter",9751,"Hans K von Euler-Chelpin",1908,C
10210,"Richard M Willstätter",9751,"Hans K von Euler-Chelpin",1912,C
10210,"Richard M Willstätter",9751,"Hans K von Euler-Chelpin",1915,C
10210,"Richard M Willstätter",3904,"Carl Harries",1914,C
10210,"Richard M Willstätter",2749,"Åke G Ekstrand",1915,C
10210,"Richard M Willstätter",7511,"Paul Rabe",1911,C
10210,"Richard M Willstätter",1206,"Emil Bosshard",1915,C
10210,"Richard M Willstätter",3692,"Icilio Guareschi",1912,C
10210,"Richard M Willstätter",3022,"Emil H Fischer",1914,C
10210,"Richard M Willstätter",8966,"Henrik Söderbaum",1913,C
10210,"Richard M Willstätter",14107," Member of the Nobel Committee for chemistry",1915,C
10210,"Richard M Willstätter",1396,"Ludwik Bruner",1913,C
10210,"Richard M Willstätter",9713,"Adolf J von Baeyer",1915,C
10210,"Richard M Willstätter",1314,"Georg Bredig",1909,C
10210,"Richard M Willstätter",8746,"Hermann Staudinger",1915,C
10210,"Richard M Willstätter",9237,"Hermann Thoms",1915,C
8895,"James B Sumner",4564,"Maurice Javillier",1944,C
8895,"James B Sumner",2971,"Ronald M Ferry",1941,C
8895,"James B Sumner",8915,"Theodor Svedberg",1946,C
8895,"James B Sumner",8915,"Theodor Svedberg",1945,C
8895,"James B Sumner",9282,"Arne W Tiselius",1946,C
8895,"James B Sumner",9751,"Hans K von Euler-Chelpin",1946,C
8895,"James B Sumner",1872,"Edwin J Cohn",1941,C
8895,"James B Sumner",2693,"John T Edsall",1941,C
6764,"John H Northrop",4564,"Maurice Javillier",1944,C
6764,"John H Northrop",3029,"Hermann O Fischer",1945,C
6764,"John H Northrop",3029,"Hermann O Fischer",1941,C
6764,"John H Northrop",2971,"Ronald M Ferry",1941,C
6764,"John H Northrop",7994,"Leopold Ruzicka",1941,C
6764,"John H Northrop",7994,"Leopold Ruzicka",1945,C
6764,"John H Northrop",7994,"Leopold Ruzicka",1944,C
6764,"John H Northrop",7994,"Leopold Ruzicka",1943,C
6764,"John H Northrop",8895,"James B Sumner",1940,C
6764,"John H Northrop",8473,"Harlow Shapley",1941,C
6764,"John H Northrop",8915,"Theodor Svedberg",1946,C
6764,"John H Northrop",3948,"Felix Haurowitz",1942,C
6764,"John H Northrop",4377,"Andrew Hunter",1945,C
6764,"John H Northrop",4377,"Andrew Hunter",1941,C
6764,"John H Northrop",9282,"Arne W Tiselius",1946,C
6764,"John H Northrop",1872,"Edwin J Cohn",1941,C
6764,"John H Northrop",2693,"John T Edsall",1941,C
8731,"Wendell M Stanley",4564,"Maurice Javillier",1944,C
8731,"Wendell M Stanley",8473,"Harlow Shapley",1943,C
8731,"Wendell M Stanley",8473,"Harlow Shapley",1945,C
8731,"Wendell M Stanley",8473,"Harlow Shapley",1946,C
8731,"Wendell M Stanley",8915,"Theodor Svedberg",1942,C
8731,"Wendell M Stanley",8915,"Theodor Svedberg",1939,C
8731,"Wendell M Stanley",9461,"Harold Clayton Urey",1939,C
8731,"Wendell M Stanley",9461,"Harold Clayton Urey",1938,C
8731,"Wendell M Stanley",7994,"Leopold Ruzicka",1943,C
8731,"Wendell M Stanley",7994,"Leopold Ruzicka",1945,C
8731,"Wendell M Stanley",7994,"Leopold Ruzicka",1944,C
8731,"Wendell M Stanley",4533,"Frans M Jaeger",1941,C
8731,"Wendell M Stanley",9751,"Hans K von Euler-Chelpin",1946,C
6085,"Hans Lebrecht Meerwein",10836,"A Lüttringhaus",1957,C
6085,"Hans Lebrecht Meerwein",1487,"Adolf F Butenandt",1959,C
6085,"Hans Lebrecht Meerwein",1487,"Adolf F Butenandt",1958,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1965,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1964,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1963,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1962,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1958,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1960,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1957,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1956,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1961,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1948,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1959,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1954,C
6085,"Hans Lebrecht Meerwein",3212,"Karl Johann Freudenberg",1953,C
6085,"Hans Lebrecht Meerwein",10657,"Georg Wittig",1964,C
6085,"Hans Lebrecht Meerwein",10501,"H Böhme",1952,C
6085,"Hans Lebrecht Meerwein",10501,"H Böhme",1961,C
6085,"Hans Lebrecht Meerwein",11137,"Gerhard Geiseler",1961,C
6085,"Hans Lebrecht Meerwein",11136,"Karl Dimroth",1961,C
6085,"Hans Lebrecht Meerwein",11074,"G Schiemann",1960,C
6085,"Hans Lebrecht Meerwein",10496,"C Mahr",1961,C
6085,"Hans Lebrecht Meerwein",11095,"Clemens Schöpf",1960,C
6085,"Hans Lebrecht Meerwein",10666,"Rolf Huisgen",1962,C
6085,"Hans Lebrecht Meerwein",4719,"Paul Karrer",1959,C
6085,"Hans Lebrecht Meerwein",10732,"Egon Wiberg",1962,C
10836,"A Lüttringhaus",9218,"Peter A Thiessen",1966,C
7045,"Linus C Pauling",10302,"Robert Burns Woodward",1949,C
7045,"Linus C Pauling",5135,"William N Lacey",1944,C
7045,"Linus C Pauling",5135,"William N Lacey",1948,C
7045,"Linus C Pauling",2469,"Jean Doeuvre",1950,C
7045,"Linus C Pauling",2485,"Edward A Doisy",1953,C
7045,"Linus C Pauling",2485,"Edward A Doisy",1954,C
7045,"Linus C Pauling",7731,"Byron Riegel",1948,C
7045,"Linus C Pauling",9868,"Albert von Szent-Györgyi",1954,C
7045,"Linus C Pauling",9868,"Albert von Szent-Györgyi",1941,C
7045,"Linus C Pauling",9868,"Albert von Szent-Györgyi",1953,C
7045,"Linus C Pauling",8473,"Harlow Shapley",1954,C
7045,"Linus C Pauling",4861,"John G Kirkwood",1946,C
7045,"Linus C Pauling",4861,"John G Kirkwood",1940,C
7045,"Linus C Pauling",6292,"Robert A Millikan",1943,C
7045,"Linus C Pauling",2404,"H Deuel",1951,C
7045,"Linus C Pauling",1974,"Charles D Coryell",1949,C
7045,"Linus C Pauling",9282,"Arne W Tiselius",1954,C
7045,"Linus C Pauling",9282,"Arne W Tiselius",1952,C
7045,"Linus C Pauling",3436,"Paul-Antoine Giguère",1950,C
7045,"Linus C Pauling",3436,"Paul-Antoine Giguère",1953,C
7045,"Linus C Pauling",8915,"Theodor Svedberg",1954,C
7045,"Linus C Pauling",10234,"Edgar Bright Wilson, Jr.",1949,C
7045,"Linus C Pauling",8037,"Bruce H Sage",1948,C
7045,"Linus C Pauling",10597,"Terje Enkvist",1954,C
7045,"Linus C Pauling",4324,"Bernardo Alberto Houssay",1951,C
7045,"Linus C Pauling",3765,"Jacques Hadamard",1951,C
7045,"Linus C Pauling",3765,"Jacques Hadamard",1954,C
7045,"Linus C Pauling",3765,"Jacques Hadamard",1949,C
7045,"Linus C Pauling",3765,"Jacques Hadamard",1955,C
7045,"Linus C Pauling",3765,"Jacques Hadamard",1953,C
7045,"Linus C Pauling",10598,"J Wyart",1954,C
7045,"Linus C Pauling",7863,"R H Roschier",1954,C
7045,"Linus C Pauling",8626,"Charles P Smyth",1951,C
7045,"Linus C Pauling",8626,"Charles P Smyth",1946,C
7045,"Linus C Pauling",3485,"George Glockler",1948,C
7045,"Linus C Pauling",4461,"Sir Christopher Kelk Ingold",1948,C
7045,"Linus C Pauling",4613,"Frédéric Joliot",1954,C
7045,"Linus C Pauling",3212,"Karl Johann Freudenberg",1953,C
7045,"Linus C Pauling",3212,"Karl Johann Freudenberg",1954,C
7045,"Linus C Pauling",6019,"Joseph Edward Mayer",1948,C
7045,"Linus C Pauling",8906,"James H Surdivant",1948,C
7045,"Linus C Pauling",4870,"George B Kistiakowsky",1949,C
7045,"Linus C Pauling",3948,"Felix Haurowitz",1953,C
7045,"Linus C Pauling",9296,"Niilo J Toivonen",1954,C
7045,"Linus C Pauling",4952,"Joseph B Koepfli",1944,C
7045,"Linus C Pauling",744,"Stuart J Bates ",1948,C
7045,"Linus C Pauling",744,"Stuart J Bates ",1944,C
7045,"Linus C Pauling",10561,"J M Sturtevant",1953,C
7045,"Linus C Pauling",9461,"Harold Clayton Urey",1948,C
7045,"Linus C Pauling",9461,"Harold Clayton Urey",1948,C
7045,"Linus C Pauling",6690,"Carl G Niemann",1948,C
7045,"Linus C Pauling",10509,"Reine Leimu",1953,C
7045,"Linus C Pauling",1459,"Wilhelm Gerhard Burgers",1950,C
7045,"Linus C Pauling",564,"Maurice Auméras",1950,C
7045,"Linus C Pauling",5543,"Robert S Livingston",1946,C
7045,"Linus C Pauling",5674,"Howard J Lucas",1948,C
7045,"Linus C Pauling",5458,"Willard Frank Libby",1948,C
7045,"Linus C Pauling",5205,"Karl Landsteiner",1940,C
7045,"Linus C Pauling",7005,"James R Partington",1948,C
7045,"Linus C Pauling",8935,"Ernest H Swift",1948,C
7045,"Linus C Pauling",4615,"Irène Joliot-Curie",1954,C
7045,"Linus C Pauling",10503,"E Hille",1952,C
7045,"Linus C Pauling",10384,"László Zechmeister",1948,C
7045,"Linus C Pauling",615,"Richard M Badger",1948,C
7045,"Linus C Pauling",1811,"Stig M Claesson",1950,C
6968,"Friedrich (Fritz) Adolf Paneth",4127,"Victor F Hess",1953,C
6968,"Friedrich (Fritz) Adolf Paneth",4127,"Victor F Hess",1957,C
6968,"Friedrich (Fritz) Adolf Paneth",4127,"Victor F Hess",1958,C
6968,"Friedrich (Fritz) Adolf Paneth",4127,"Victor F Hess",1955,C
6968,"Friedrich (Fritz) Adolf Paneth",4127,"Victor F Hess",1956,C
6968,"Friedrich (Fritz) Adolf Paneth",4127,"Victor F Hess",1952,C
6968,"Friedrich (Fritz) Adolf Paneth",8646,"Frederick Soddy",1939,C
6968,"Friedrich (Fritz) Adolf Paneth",2955,"Enrico Fermi",1952,C
6968,"Friedrich (Fritz) Adolf Paneth",1384,"Weldon G Brown",1948,C
6968,"Friedrich (Fritz) Adolf Paneth",4605,"Warren C Johnson",1948,C
6968,"Friedrich (Fritz) Adolf Paneth",4261,"Thorfinn R Hogness",1948,C
6968,"Friedrich (Fritz) Adolf Paneth",3787,"Otto Hahn",1956,C
6968,"Friedrich (Fritz) Adolf Paneth",3787,"Otto Hahn",1957,C
6968,"Friedrich (Fritz) Adolf Paneth",3787,"Otto Hahn",1958,C
6968,"Friedrich (Fritz) Adolf Paneth",3787,"Otto Hahn",1955,C
6968,"Friedrich (Fritz) Adolf Paneth",3167,"James Franck",1955,C
6968,"Friedrich (Fritz) Adolf Paneth",3167,"James Franck",1948,C
6968,"Friedrich (Fritz) Adolf Paneth",3167,"James Franck",1957,C
6968,"Friedrich (Fritz) Adolf Paneth",3167,"James Franck",1956,C
6968,"Friedrich (Fritz) Adolf Paneth",3167,"James Franck",1952,C
6968,"Friedrich (Fritz) Adolf Paneth",8188,"Hermann Irving Schlesinger",1948,C
6968,"Friedrich (Fritz) Adolf Paneth",5997,"Joseph Mattauch",1958,C
6968,"Friedrich (Fritz) Adolf Paneth",5997,"Joseph Mattauch",1956,C
6968,"Friedrich (Fritz) Adolf Paneth",5997,"Joseph Mattauch",1955,C
6968,"Friedrich (Fritz) Adolf Paneth",5997,"Joseph Mattauch",1957,C
6968,"Friedrich (Fritz) Adolf Paneth",9461,"Harold Clayton Urey",1952,C
6968,"Friedrich (Fritz) Adolf Paneth",9461,"Harold Clayton Urey",1954,C
6968,"Friedrich (Fritz) Adolf Paneth",9461,"Harold Clayton Urey",1956,C
6968,"Friedrich (Fritz) Adolf Paneth",9461,"Harold Clayton Urey",1953,C
6968,"Friedrich (Fritz) Adolf Paneth",3531,"Moses Gomberg",1935,C
6968,"Friedrich (Fritz) Adolf Paneth",5297,"Max Le Blanc",1927,C
6968,"Friedrich (Fritz) Adolf Paneth",10356,"Thomas F Young",1948,C
6968,"Friedrich (Fritz) Adolf Paneth",5458,"Willard Frank Libby",1952,C
6968,"Friedrich (Fritz) Adolf Paneth",7155,"Kurt Peters",1958,C
6968,"Friedrich (Fritz) Adolf Paneth",4429,"Otto Hönigschmid",1932,C
6352,"Henri Moissan",2132,"Gaston Darboux",1906,C
6352,"Henri Moissan",2749,"Åke G Ekstrand",1905,C
6352,"Henri Moissan",4063,"Louis Henry",1906,C
6352,"Henri Moissan",9713,"Adolf J von Baeyer",1906,C
6352,"Henri Moissan",9713,"Adolf J von Baeyer",1905,C
6352,"Henri Moissan",5373,"Philipp E.A. v. Lenard",1906,C
6352,"Henri Moissan",5554,"Adriaan Lobry de Bruyn",1904,C
6352,"Henri Moissan",1845,"Per T Cleve",1905,C
6352,"Henri Moissan",949,"Marcellin Berthelot",1902,C
6352,"Henri Moissan",949,"Marcellin Berthelot",1903,C
6352,"Henri Moissan",949,"Marcellin Berthelot",1905,C
6352,"Henri Moissan",949,"Marcellin Berthelot",1901,C
6352,"Henri Moissan",949,"Marcellin Berthelot",1904,C
6352,"Henri Moissan",7552,"Sir William Ramsay",1906,C
6352,"Henri Moissan",7552,"Sir William Ramsay",1905,C
6352,"Henri Moissan",7552,"Sir William Ramsay",1904,C
6352,"Henri Moissan",7552,"Sir William Ramsay",1903,C
6352,"Henri Moissan",1416,"Waldemar Brögger",1905,C
6352,"Henri Moissan",5971,"Eleutère Mascart",1905,C
6352,"Henri Moissan",5971,"Eleutère Mascart",1903,C
6352,"Henri Moissan",4880," ",1906,C
6352,"Henri Moissan",3517,"Heinrich Goldschmidt",1905,C
6352,"Henri Moissan",6302,"Jules Minguin",1905,C
6352,"Henri Moissan",6205,"Nikolai Meshchutkin",1905,C
6352,"Henri Moissan",3022,"Emil H Fischer",1905,C
6352,"Henri Moissan",840,"August Bélohoubek",1905,C
6352,"Henri Moissan",1217,"Charles J Bouchard",1905,C
6352,"Henri Moissan",7871,"Johan O Rosenberg",1906,C
6352,"Henri Moissan",7871,"Johan O Rosenberg",1905,C
6352,"Henri Moissan",2080,"Vincenz A Czerny",1906,C
6352,"Henri Moissan",14107," Member of the Nobel Committee for chemistry",1905,C
6352,"Henri Moissan",8134,"Eduard Schaer",1905,C
6352,"Henri Moissan",3722,"Antoine Guntz",1905,C
6352,"Henri Moissan",9690,"Johan Vogt",1905,C
6352,"Henri Moissan",14112,"Paul Thiébault Muller",1905,C
6352,"Henri Moissan",3585,"Carl Graebe",1904,C
6352,"Henri Moissan",4195,"Thorstein Hiortdahl",1905,C
6352,"Henri Moissan",7913,"Viktor Rothmund",1905,C
6352,"Henri Moissan",4225,"Edvard Hjelt",1904,C
6352,"Henri Moissan",2998,"Michele Fileti",1905,C
6352,"Henri Moissan",521,"Ossian Aschan",1904,C
13013,"Neil Bartlett",13040,"J Aubry",1968,C
13013,"Neil Bartlett",13327,"A O Gübeli",1964,C
13013,"Neil Bartlett",14650,"E Hayek",1967,C
13013,"Neil Bartlett",14650,"E Hayek",1970,C
13013,"Neil Bartlett",13936,"W L Jolly",1965,C
13013,"Neil Bartlett",2049,"Burris Bell Cunningham",1965,C
13013,"Neil Bartlett",10986,"C A McDowell",1963,C
13013,"Neil Bartlett",10538,"Emilio Segrè",1967,C
13013,"Neil Bartlett",10538,"Emilio Segrè",1965,C
13013,"Neil Bartlett",10538,"Emilio Segrè",1966,C
13013,"Neil Bartlett",10538,"Emilio Segrè",1969,C
13013,"Neil Bartlett",10538,"Emilio Segrè",1968,C
13013,"Neil Bartlett",10538,"Emilio Segrè",1970,C
13013,"Neil Bartlett",14589,"J Jander",1967,C
13013,"Neil Bartlett",14589,"J Jander",1969,C
13013,"Neil Bartlett",13996,"George Claude Pimentel",1965,C
13013,"Neil Bartlett",13382,"Guy Henry Ourisson",1964,C
13013,"Neil Bartlett",14668,"W Gallay",1968,C
13013,"Neil Bartlett",13890,"Léo Marion",1965,C
13013,"Neil Bartlett",13038,"W Kauzmann",1969,C
13013,"Neil Bartlett",14159,"H Chomse",1966,C
13013,"Neil Bartlett",4727,"Alfred Kastler",1969,C
13013,"Neil Bartlett",15512,"B Reuter",1969,C
13013,"Neil Bartlett",10335,"William Francis Kenrick Wynne-Jones",1965,C
13013,"Neil Bartlett",10335,"William Francis Kenrick Wynne-Jones",1966,C
13013,"Neil Bartlett",2488,"Malcolm Dole",1964,C
13013,"Neil Bartlett",15604,"A F Engelbrecht",1970,C
13013,"Neil Bartlett",3436,"Paul-Antoine Giguère",1964,C
13013,"Neil Bartlett",14588,"Durward William John Cruickshank",1967,C
13013,"Neil Bartlett",15513,"R Stewart",1969,C
13013,"Neil Bartlett",13998,"Wilhelm Karl Klemm",1965,C
13013,"Neil Bartlett",15511,"B A Dunell",1969,C
13013,"Neil Bartlett",14587,"G H Cady",1967,C
13013,"Neil Bartlett",7996,"Johannes Rydberg",1969,C
13013,"Neil Bartlett",5458,"Willard Frank Libby",1965,C
13013,"Neil Bartlett",15605,"Alastair Ian Scott",1970,C
13013,"Neil Bartlett",15651,"M Bérnard",1970,C
13013,"Neil Bartlett",15606,"Francis Gordon Albert Stone",1970,C
13013,"Neil Bartlett",15515,"J Trotter",1969,C
13013,"Neil Bartlett",14160,"F Weygand",1966,C
13013,"Neil Bartlett",13074,"Ernst Otto Fischer",1967,C
13013,"Neil Bartlett",14158,"K Altenburg",1966,C
13013,"Neil Bartlett",13891,"Norman Neill Greenwood ",1965,C
13013,"Neil Bartlett",14316,"Adam Bielański ",1966,C
13013,"Neil Bartlett",15514,"Edward Curtis Taylor",1969,C
3026,"Hans Fischer",10166,"Heinrich O Wieland",1929,C
3026,"Hans Fischer",10166,"Heinrich O Wieland",1930,C
3026,"Hans Fischer",4938,"Fred C Koch",1929,C
3026,"Hans Fischer",7399,"Fritz Pregl",1929,C
3026,"Hans Fischer",10196,"Ernst Wilke",1930,C
3026,"Hans Fischer",2928,"Aleksej Favorskij",1930,C
3026,"Hans Fischer",9927,"Julius Wagner-Jauregg",1929,C
3026,"Hans Fischer",9334,"Max Trautz",1930,C
3026,"Hans Fischer",2943,"Franz Feist",1928,C
3026,"Hans Fischer",8274,"Carl G Schwalbe",1930,C
3026,"Hans Fischer",5411,"Hermann Leuchs",1929,C
3026,"Hans Fischer",3212,"Karl Johann Freudenberg",1930,C
3026,"Hans Fischer",5558,"Georg Lockemann",1929,C
3026,"Hans Fischer",10241,"Adolf O Windaus",1929,C
3026,"Hans Fischer",8709,"Ernst Späth",1929,C
10166,"Heinrich O Wieland",10241,"Adolf O Windaus",1924,C
10166,"Heinrich O Wieland",9485,"Ernst Vahlen",1927,C
10166,"Heinrich O Wieland",3026,"Hans Fischer",1934,C
10166,"Heinrich O Wieland",3026,"Hans Fischer",1933,C
10166,"Heinrich O Wieland",7478,"Rudolf Pummerer",1925,C
10166,"Heinrich O Wieland",8282,"Robert Schwarz",1926,C
10166,"Heinrich O Wieland",511,"Svante A Arrhenius",1927,C
10166,"Heinrich O Wieland",5325,"Hans Lecher",1926,C
10166,"Heinrich O Wieland",6493,"Ernst Muckermann",1924,C
10166,"Heinrich O Wieland",7285,"Ludwig Plate",1926,C
10166,"Heinrich O Wieland",7285,"Ludwig Plate",1925,C
10166,"Heinrich O Wieland",7285,"Ludwig Plate",1928,C
2799,"Carl Engler",9826,"Ernst von Meyer",1910,C
2799,"Carl Engler",9826,"Ernst von Meyer",1909,C
2799,"Carl Engler",9826,"Ernst von Meyer",1916,C
2799,"Carl Engler",4880," ",1911,C
2799,"Carl Engler",5855,"Wilhelm Manchot",1916,C
5085,"Werner Kuhn",1811,"Stig M Claesson",1956,C
5085,"Werner Kuhn",10499,"Hans Kautsky",1952,C
5085,"Werner Kuhn",10499,"Hans Kautsky",1961,C
5085,"Werner Kuhn",13065,"H A Stuart",1963,C
5085,"Werner Kuhn",3212,"Karl Johann Freudenberg",1963,C
5085,"Werner Kuhn",3212,"Karl Johann Freudenberg",1962,C
5085,"Werner Kuhn",3212,"Karl Johann Freudenberg",1958,C
5085,"Werner Kuhn",3212,"Karl Johann Freudenberg",1960,C
5085,"Werner Kuhn",3212,"Karl Johann Freudenberg",1957,C
5085,"Werner Kuhn",3212,"Karl Johann Freudenberg",1956,C
5085,"Werner Kuhn",3212,"Karl Johann Freudenberg",1961,C
5085,"Werner Kuhn",3212,"Karl Johann Freudenberg",1959,C
5085,"Werner Kuhn",10731,"W Kern",1963,C
5085,"Werner Kuhn",11135,"M Brenner",1961,C
5085,"Werner Kuhn",10730,"G V Schultz",1964,C
5085,"Werner Kuhn",13093,"H A Scheraga",1962,C
5085,"Werner Kuhn",9927,"Julius Wagner-Jauregg",1931,C
5085,"Werner Kuhn",11134,"F Grün",1961,C
3072,"Paul J Flory",1811,"Stig M Claesson",1956,C
3072,"Paul J Flory",15539,"Geoffrey Gee",1969,C
3072,"Paul J Flory",2970,"Johbn D Ferry",1950,C
3072,"Paul J Flory",15618,"D R Pepper",1970,C
3072,"Paul J Flory",13340,"D C Pepper",1964,C
3072,"Paul J Flory",15619,"Otto Wichterle",1970,C
3072,"Paul J Flory",15538,"Geoffrey Allen",1969,C
3072,"Paul J Flory",2488,"Malcolm Dole",1952,C
3072,"Paul J Flory",2488,"Malcolm Dole",1957,C
3072,"Paul J Flory",15617,"Marshall Fixman",1970,C
3072,"Paul J Flory",13061,"A J Staverman",1968,C
3072,"Paul J Flory",13903,"Geoffrey Gee",1965,C
3072,"Paul J Flory",10875,"Robert Hofstadter",1970,C
3072,"Paul J Flory",10875,"Robert Hofstadter",1969,C
1811,"Stig M Claesson",15614,"Nikolay Markovich Emanuel",1970,C
9953,"Otto Wallach",521,"Ossian Aschan",1910,C
9953,"Otto Wallach",4119,"Josef Herzig",1908,C
9953,"Otto Wallach",7121,"William H Perkin Jr",1907,C
9953,"Otto Wallach",9300,"Bernhard Tollens",1910,C
9953,"Otto Wallach",7260,"Adolf Pinner",1908,C
2684,"Joseph M Eder",285,"Emil Abel",1921,C
2684,"Joseph M Eder",10409,"Heinrich Zikes",1921,C
2684,"Joseph M Eder",1512,"Friedrich Böck",1921,C
2684,"Joseph M Eder",673,"Max Bamberger",1921,C
2684,"Joseph M Eder",6457,"Ludwig Moser",1921,C
2684,"Joseph M Eder",7295,"Ivan Plotnikov",1916,C
2684,"Joseph M Eder",8886,"Wilhelm Suida",1921,C
2684,"Joseph M Eder",8821,"Hugo Strache",1921,C
2684,"Joseph M Eder",4667,"Hans Jüptner von Jonstorff",1921,C
2684,"Joseph M Eder",7057,"Heinrich Paweck",1921,C
10412,"Theodor Zincke",4031,"Gustav Heller",1913,C
3904,"Carl Harries",800,"Ernst Beckmann",1914,C
3904,"Carl Harries",800,"Ernst Beckmann",1915,C
3904,"Carl Harries",1428,"Eduard Buchner",1913,C
3904,"Carl Harries",1428,"Eduard Buchner",1914,C
3904,"Carl Harries",7997,"Leopold Rügheimer",1914,C
3904,"Carl Harries",1018,"Heinrich Biltz",1914,C
3904,"Carl Harries",9796,"Fritz von Konek",1917,C
6650,"Walther H Nernst",800,"Ernst Beckmann",1914,C
6650,"Walther H Nernst",800,"Ernst Beckmann",1906,C
