nominee_id,nominee_name,nominator_id,nominator_name,year,type
7631,"Tadeus Reichstein",7994,"Leopold Ruzicka",1948,C
7631,"Tadeus Reichstein",2980,"Fritz Fichter",1943,C
7631,"Tadeus Reichstein",3523,"Henri Goldstein",1945,C
7631,"Tadeus Reichstein",3048,"Robert Flatt",1945,C
7631,"Tadeus Reichstein",3048,"Robert Flatt",1949,C
7631,"Tadeus Reichstein",3525,"Henri Goldstein",1949,C
7631,"Tadeus Reichstein",2825,"Hans Erlenmeyer",1943,C
7631,"Tadeus Reichstein",7400,"Vladimir Prelog",1948,C
7631,"Tadeus Reichstein",2988,"Hans E Fierz-David",1944,C
6456,"Henry G Moseley",511,"Svante A Arrhenius",1915,C
1276,"Sir William Henry Bragg",511,"Svante A Arrhenius",1915,C
2142,"Charles G Darwin",511,"Svante A Arrhenius",1915,C
14291,"C Wagner",5042,"Hans Adolf Krebs",1966,C
14291,"C Wagner",14304,"M Laffitte",1966,C
14291,"C Wagner",13998,"Wilhelm Karl Klemm",1966,C
14291,"C Wagner",10645,"H Nowotny",1968,C
5042,"Hans Adolf Krebs",9207,"Hugo A Theorell",1950,C
5042,"Hans Adolf Krebs",2235,"George de Hevesy",1950,C
5042,"Hans Adolf Krebs",2235,"George de Hevesy",1946,C
5042,"Hans Adolf Krebs",7974,"John Runnström",1946,C
5042,"Hans Adolf Krebs",7974,"John Runnström",1950,C
5042,"Hans Adolf Krebs",3847,"Einar Hammarsten",1950,C
5042,"Hans Adolf Krebs",6567,"Karl Myrbäck",1950,C
6657,"Carl A Neuberg",10166,"Heinrich O Wieland",1932,C
6657,"Carl A Neuberg",10166,"Heinrich O Wieland",1931,C
6657,"Carl A Neuberg",10166,"Heinrich O Wieland",1933,C
6657,"Carl A Neuberg",10166,"Heinrich O Wieland",1934,C
6657,"Carl A Neuberg",7200,"Richard Pfeiffer",1930,C
6657,"Carl A Neuberg",9751,"Hans K von Euler-Chelpin",1932,C
6657,"Carl A Neuberg",10210,"Richard M Willstätter",1931,C
6657,"Carl A Neuberg",10210,"Richard M Willstätter",1930,C
6657,"Carl A Neuberg",10210,"Richard M Willstätter",1932,C
6657,"Carl A Neuberg",765,"Emil Baur",1934,C
6657,"Carl A Neuberg",2711,"Felix Ehrlich",1935,C
6657,"Carl A Neuberg",911,"Max Bergmann",1931,C
6657,"Carl A Neuberg",7389,"Wilhelm Prandtl",1932,C
6657,"Carl A Neuberg",5578,"Oscar Loew",1932,C
6657,"Carl A Neuberg",707,"George Barger",1932,C
6657,"Carl A Neuberg",1026,"Arthur Binz",1929,C
6657,"Carl A Neuberg",10396,"Ernst Zerner",1929,C
10087,"Alfred Werner",3022,"Emil H Fischer",1912,C
10087,"Alfred Werner",3022,"Emil H Fischer",1913,C
10087,"Alfred Werner",3602,"Eugène Grandmougin",1908,C
10087,"Alfred Werner",2441,"Otto Dimroth",1911,C
10087,"Alfred Werner",5209,"Arnold Lang",1912,C
10087,"Alfred Werner",4269,"Arnold F Holleman",1911,C
10087,"Alfred Werner",9216,"Johannes Thiele",1912,C
10087,"Alfred Werner",511,"Svante A Arrhenius",1913,C
10087,"Alfred Werner",9713,"Adolf J von Baeyer",1908,C
10087,"Alfred Werner",672,"Eugen Bamberger",1907,C
10087,"Alfred Werner",10030,"Edgar Wedekind",1912,C
10087,"Alfred Werner",645,"Luigi Balbiano",1908,C
10087,"Alfred Werner",3878,"Arthur R Hantzsch",1913,C
10087,"Alfred Werner",9336,"Frederick Treadwell",1908,C
10087,"Alfred Werner",9940,"Paul Walden",1911,C
10087,"Alfred Werner",8017,"Paul Sabatier",1913,C
10087,"Alfred Werner",5703,"Georg Lunge",1908,C
3022,"Emil H Fischer",10150,"Oskar Widman",1902,C
3022,"Emil H Fischer",10150,"Oskar Widman",1901,C
3022,"Emil H Fischer",9713,"Adolf J von Baeyer",1901,C
3022,"Emil H Fischer",6631,"John U Nef",1901,C
3022,"Emil H Fischer",1314,"Georg Bredig",1902,C
3022,"Emil H Fischer",1845,"Per T Cleve",1902,C
3022,"Emil H Fischer",4225,"Edvard Hjelt",1901,C
3022,"Emil H Fischer",4225,"Edvard Hjelt",1902,C
3022,"Emil H Fischer",10170,"Wilhelm Wien",1919,C
3022,"Emil H Fischer",6577,"Karl Mörner",1902,C
3022,"Emil H Fischer",10210,"Richard M Willstätter",1916,C
13889,"G I Arnon",9868,"Albert von Szent-Györgyi",1965,C
13889,"G I Arnon",9668,"Artturi I Virtanen",1965,C
10889,"Luis Federico Leloir",6817,"Severo Ochoa",1962,C
10889,"Luis Federico Leloir",6817,"Severo Ochoa",1963,C
10889,"Luis Federico Leloir",6817,"Severo Ochoa",1964,C
10889,"Luis Federico Leloir",6817,"Severo Ochoa",1966,C
10889,"Luis Federico Leloir",6817,"Severo Ochoa",1961,C
10889,"Luis Federico Leloir",6567,"Karl Myrbäck",1970,C
10889,"Luis Federico Leloir",6567,"Karl Myrbäck",1969,C
10889,"Luis Federico Leloir",6567,"Karl Myrbäck",1967,C
10889,"Luis Federico Leloir",13926,"M Grinstein",1965,C
10889,"Luis Federico Leloir",13927,"Peter Reichard",1965,C
10889,"Luis Federico Leloir",13927,"Peter Reichard",1968,C
10889,"Luis Federico Leloir",13927,"Peter Reichard",1969,C
10889,"Luis Federico Leloir",5718,"André Lwoff",1969,C
10889,"Luis Federico Leloir",5718,"André Lwoff",1970,C
10889,"Luis Federico Leloir",13012,"James Baddiley",1965,C
10889,"Luis Federico Leloir",13012,"James Baddiley",1958,C
10889,"Luis Federico Leloir",9282,"Arne W Tiselius",1969,C
10889,"Luis Federico Leloir",9282,"Arne W Tiselius",1967,C
10889,"Luis Federico Leloir",14274,"J M Buchanan",1966,C
10889,"Luis Federico Leloir",921,"Sune K Bergström",1968,C
10889,"Luis Federico Leloir",921,"Sune K Bergström",1969,C
10889,"Luis Federico Leloir",921,"Sune K Bergström",1965,C
10889,"Luis Federico Leloir",921,"Sune K Bergström",1970,C
10889,"Luis Federico Leloir",10500,"Christian de Duve",1962,C
10889,"Luis Federico Leloir",10500,"Christian de Duve",1970,C
10889,"Luis Federico Leloir",4324,"Bernardo Alberto Houssay",1963,C
10889,"Luis Federico Leloir",4324,"Bernardo Alberto Houssay",1962,C
10889,"Luis Federico Leloir",13090,"Jacques Monod",1970,C
10889,"Luis Federico Leloir",13090,"Jacques Monod",1965,C
10889,"Luis Federico Leloir",13090,"Jacques Monod",1969,C
10889,"Luis Federico Leloir",15583,"Arthur Beck Pardee ",1969,C
10889,"Luis Federico Leloir",5924,"Domenico Marotta",1965,C
10889,"Luis Federico Leloir",3948,"Felix Haurowitz",1961,C
10889,"Luis Federico Leloir",14273,"E Stein",1966,C
10889,"Luis Federico Leloir",13080,"H G Hers",1962,C
10889,"Luis Federico Leloir",15632,"Bengt Lindberg",1970,C
6817,"Severo Ochoa",9868,"Albert von Szent-Györgyi",1958,C
6817,"Severo Ochoa",9868,"Albert von Szent-Györgyi",1956,C
6817,"Severo Ochoa",9868,"Albert von Szent-Györgyi",1957,C
6817,"Severo Ochoa",9868,"Albert von Szent-Györgyi",1959,C
6817,"Severo Ochoa",10896,"F Egami",1958,C
6817,"Severo Ochoa",4324,"Bernardo Alberto Houssay",1957,C
6817,"Severo Ochoa",7790,"Jean Roche",1957,C
2235,"George de Hevesy",4613,"Frédéric Joliot",1936,C
2235,"George de Hevesy",6033,"Luigi Mazza",1944,C
2235,"George de Hevesy",8646,"Frederick Soddy",1939,C
2235,"George de Hevesy",5899,"Willy Marckwald",1929,C
2235,"George de Hevesy",3657,"Julius Gróh",1939,C
2235,"George de Hevesy",9263,"Erich Tiede",1929,C
2235,"George de Hevesy",546,"Francis W Aston",1940,C
2235,"George de Hevesy",7136,"Jean B Perrin",1936,C
2235,"George de Hevesy",7136,"Jean B Perrin",1927,C
2235,"George de Hevesy",3082,"Fritz Foerster",1924,C
2235,"George de Hevesy",5921,"Herman Francis Mark",1935,C
2235,"George de Hevesy",8228,"Roland Scholl",1924,C
2235,"George de Hevesy",9461,"Harold Clayton Urey",1941,C
2235,"George de Hevesy",9923,"Karl L Wagner",1933,C
2235,"George de Hevesy",5297,"Max Le Blanc",1927,C
2235,"George de Hevesy",6550,"Erich Müller",1924,C
2235,"George de Hevesy",8950,"Tibor Széki",1939,C
2235,"George de Hevesy",6968,"Friedrich (Fritz) Adolf Paneth",1929,C
2235,"George de Hevesy",9743,"Anton von Eiselsberg",1936,C
2235,"George de Hevesy",3878,"Arthur R Hantzsch",1934,C
2235,"George de Hevesy",5649,"Alfred Lottermoser",1924,C
2235,"George de Hevesy",9333,"Wilhelm Traube",1929,C
2235,"George de Hevesy",4615,"Irène Joliot-Curie",1936,C
2235,"George de Hevesy",6960,"Wilhelm Palmaer",1940,C
2235,"George de Hevesy",8915,"Theodor Svedberg",1940,C
2235,"George de Hevesy",3520,"Victor M Goldschmidt",1944,C
2235,"George de Hevesy",3787,"Otto Hahn",1929,C
2235,"George de Hevesy",4002,"Alfred Heiduschka",1924,C
2235,"George de Hevesy",5058,"August S Krogh",1942,C
2235,"George de Hevesy",1118,"Niels Bohr",1939,C
2235,"George de Hevesy",7828,"Luigi Rolla",1943,C
4613,"Frédéric Joliot",5627,"Ernest Lord Rutherford",1935,C
4613,"Frédéric Joliot",8915,"Theodor Svedberg",1935,C
4613,"Frédéric Joliot",9751,"Hans K von Euler-Chelpin",1935,C
10241,"Adolf O Windaus",3758,"Fritz Haber",1928,C
10241,"Adolf O Windaus",10166,"Heinrich O Wieland",1926,C
10241,"Adolf O Windaus",10170,"Wilhelm Wien",1928,C
10241,"Adolf O Windaus",8885,"Hermann Suida",1928,C
10241,"Adolf O Windaus",511,"Svante A Arrhenius",1927,C
10241,"Adolf O Windaus",10210,"Richard M Willstätter",1928,C
10241,"Adolf O Windaus",6506,"Otto Mumm",1928,C
8815,"Arthur Stoll",9751,"Hans K von Euler-Chelpin",1951,C
8815,"Arthur Stoll",9751,"Hans K von Euler-Chelpin",1954,C
8815,"Arthur Stoll",9751,"Hans K von Euler-Chelpin",1952,C
8815,"Arthur Stoll",9751,"Hans K von Euler-Chelpin",1950,C
8815,"Arthur Stoll",9751,"Hans K von Euler-Chelpin",1953,C
8815,"Arthur Stoll",5924,"Domenico Marotta",1957,C
8815,"Arthur Stoll",4402,"W Hückel",1960,C
8815,"Arthur Stoll",2988,"Hans E Fierz-David",1940,C
8815,"Arthur Stoll",2988,"Hans E Fierz-David",1938,C
8815,"Arthur Stoll",10210,"Richard M Willstätter",1942,C
8815,"Arthur Stoll",3119,"Lennart Forsén",1942,C
8815,"Arthur Stoll",10988,"T R Seshadri",1959,C
8815,"Arthur Stoll",11080,"T Wikén",1960,C
9751,"Hans K von Euler-Chelpin",7283,"Max K Planck",1928,C
9751,"Hans K von Euler-Chelpin",7283,"Max K Planck",1926,C
9751,"Hans K von Euler-Chelpin",7283,"Max K Planck",1927,C
9751,"Hans K von Euler-Chelpin",521,"Ossian Aschan",1928,C
9751,"Hans K von Euler-Chelpin",521,"Ossian Aschan",1926,C
9751,"Hans K von Euler-Chelpin",521,"Ossian Aschan",1925,C
9751,"Hans K von Euler-Chelpin",521,"Ossian Aschan",1929,C
9751,"Hans K von Euler-Chelpin",10210,"Richard M Willstätter",1929,C
9751,"Hans K von Euler-Chelpin",10210,"Richard M Willstätter",1926,C
9751,"Hans K von Euler-Chelpin",10210,"Richard M Willstätter",1927,C
9751,"Hans K von Euler-Chelpin",10210,"Richard M Willstätter",1925,C
9751,"Hans K von Euler-Chelpin",6657,"Carl A Neuberg",1929,C
9751,"Hans K von Euler-Chelpin",446,"Angelo Angeli",1924,C
9751,"Hans K von Euler-Chelpin",14108," Member of the Royal Swedish Academy of Sciences",1927,C
9751,"Hans K von Euler-Chelpin",6650,"Walther H Nernst",1924,C
9751,"Hans K von Euler-Chelpin",1106,"Max Bodenstein",1929,C
10666,"Rolf Huisgen",14196,"E Lippert",1969,C
3737,"Philippe-Auguste Guye",2988,"Hans E Fierz-David",1922,C
3737,"Philippe-Auguste Guye",3812,"Albin Haller",1921,C
3737,"Philippe-Auguste Guye",3812,"Albin Haller",1917,C
3737,"Philippe-Auguste Guye",3812,"Albin Haller",1920,C
3737,"Philippe-Auguste Guye",3812,"Albin Haller",1922,C
3737,"Philippe-Auguste Guye",3812,"Albin Haller",1919,C
3737,"Philippe-Auguste Guye",3812,"Albin Haller",1918,C
3737,"Philippe-Auguste Guye",1802,"Giacomo Ciamician",1919,C
3737,"Philippe-Auguste Guye",1802,"Giacomo Ciamician",1920,C
3737,"Philippe-Auguste Guye",1802,"Giacomo Ciamician",1921,C
3737,"Philippe-Auguste Guye",1802,"Giacomo Ciamician",1918,C
3737,"Philippe-Auguste Guye",1802,"Giacomo Ciamician",1917,C
3737,"Philippe-Auguste Guye",4269,"Arnold F Holleman",1917,C
3737,"Philippe-Auguste Guye",1206,"Emil Bosshard",1922,C
3737,"Philippe-Auguste Guye",3710,"Charles E Guillaume",1922,C
3737,"Philippe-Auguste Guye",3710,"Charles E Guillaume",1921,C
3737,"Philippe-Auguste Guye",1694,"Camille Chabrié",1922,C
3737,"Philippe-Auguste Guye",2603,"Louis Duparc",1919,C
2955,"Enrico Fermi",6906,"Carl W Oseen",1937,C
2955,"Enrico Fermi",7136,"Jean B Perrin",1935,C
2955,"Enrico Fermi",5138,"Hilary Lachs",1936,C
7400,"Vladimir Prelog",14630,"F Govaert",1967,C
7400,"Vladimir Prelog",7994,"Leopold Ruzicka",1968,C
7400,"Vladimir Prelog",7994,"Leopold Ruzicka",1966,C
7400,"Vladimir Prelog",7994,"Leopold Ruzicka",1964,C
7400,"Vladimir Prelog",7994,"Leopold Ruzicka",1958,C
7400,"Vladimir Prelog",7994,"Leopold Ruzicka",1967,C
7400,"Vladimir Prelog",7994,"Leopold Ruzicka",1970,C
7400,"Vladimir Prelog",7994,"Leopold Ruzicka",1965,C
7400,"Vladimir Prelog",7994,"Leopold Ruzicka",1969,C
7400,"Vladimir Prelog",7994,"Leopold Ruzicka",1959,C
7400,"Vladimir Prelog",10302,"Robert Burns Woodward",1969,C
7400,"Vladimir Prelog",10302,"Robert Burns Woodward",1970,C
7400,"Vladimir Prelog",14004,"Rudolf Morf",1968,C
7400,"Vladimir Prelog",14004,"Rudolf Morf",1965,C
7400,"Vladimir Prelog",15578,"Duilio Arigoni",1969,C
7400,"Vladimir Prelog",7290,"Placidus Andreas Plattner",1969,C
7400,"Vladimir Prelog",15579,"J Mousseron",1969,C
7400,"Vladimir Prelog",13975,"S J Angyal",1965,C
7400,"Vladimir Prelog",10487,"Alexander E Braunstein",1969,C
7400,"Vladimir Prelog",14629,"Henry Gilman",1967,C
7400,"Vladimir Prelog",15563,"Oskar Jeger",1969,C
7400,"Vladimir Prelog",13982,"David Ginsburg",1970,C
7400,"Vladimir Prelog",13982,"David Ginsburg",1968,C
7400,"Vladimir Prelog",13982,"David Ginsburg",1967,C
7400,"Vladimir Prelog",15659,"H El Khadem",1970,C
7400,"Vladimir Prelog",14286,"A Fava",1966,C
7400,"Vladimir Prelog",15597,"A B Foster",1969,C
7400,"Vladimir Prelog",15564,"William Simon",1969,C
7400,"Vladimir Prelog",4862,"Albert Kirrmann",1958,C
7400,"Vladimir Prelog",305,"Roger Adams",1959,C
7400,"Vladimir Prelog",10829,"Osman Achmatowicz",1970,C
7400,"Vladimir Prelog",10830,"K Balenovic",1965,C
7400,"Vladimir Prelog",11078,"Eolo Scrocco",1966,C
7400,"Vladimir Prelog",14287,"O Salvetti",1966,C
7400,"Vladimir Prelog",15590,"M Seyhan",1969,C
7400,"Vladimir Prelog",10917,"Henri Normant",1958,C
7400,"Vladimir Prelog",14631,"M Verzele",1967,C
7400,"Vladimir Prelog",15596,"Edgar Heilbronner",1969,C
7400,"Vladimir Prelog",14002,"Albert Eschenmoser",1969,C
7400,"Vladimir Prelog",11077,"Piero Pino",1966,C
7007,"Paul V Pascal",5302,"Henry Le Châtelier",1926,C
7007,"Paul V Pascal",5302,"Henry Le Châtelier",1927,C
7007,"Paul V Pascal",10820,"Tadeusz Urbański",1957,C
7007,"Paul V Pascal",10820,"Tadeusz Urbański",1960,C
7007,"Paul V Pascal",10898,"J Wiemann",1958,C
7007,"Paul V Pascal",1624,"E Carrière",1949,C
5302,"Henry Le Châtelier",1513,"Eyvind Bödtker",1926,C
5302,"Henry Le Châtelier",1513,"Eyvind Bödtker",1927,C
5302,"Henry Le Châtelier",1513,"Eyvind Bödtker",1922,C
5302,"Henry Le Châtelier",1513,"Eyvind Bödtker",1920,C
5302,"Henry Le Châtelier",4880," ",1909,C
5302,"Henry Le Châtelier",3710,"Charles E Guillaume",1930,C
5302,"Henry Le Châtelier",3710,"Charles E Guillaume",1931,C
5302,"Henry Le Châtelier",3710,"Charles E Guillaume",1928,C
5302,"Henry Le Châtelier",3710,"Charles E Guillaume",1929,C
5302,"Henry Le Châtelier",4667,"Hans Jüptner von Jonstorff",1908,C
5302,"Henry Le Châtelier",4667,"Hans Jüptner von Jonstorff",1914,C
5302,"Henry Le Châtelier",2803,"Axel Enström",1929,C
5302,"Henry Le Châtelier",3462,"Giovanni Giorgis",1908,C
5302,"Henry Le Châtelier",6425,"J. Livingstone R Morgan",1928,C
5302,"Henry Le Châtelier",1694,"Camille Chabrié",1915,C
5302,"Henry Le Châtelier",2122,"Horacio Damianovich",1930,C
5302,"Henry Le Châtelier",513,"Georges Arth",1905,C
5302,"Henry Le Châtelier",8646,"Frederick Soddy",1928,C
5302,"Henry Le Châtelier",7136,"Jean B Perrin",1928,C
5302,"Henry Le Châtelier",7136,"Jean B Perrin",1929,C
5302,"Henry Le Châtelier",7185,"Otto Pettersson",1914,C
5302,"Henry Le Châtelier",694,"Philippe Barbier",1907,C
5302,"Henry Le Châtelier",1866,"Ernst Cohen",1928,C
5302,"Henry Le Châtelier",7173,"Paul Petit",1905,C
5302,"Henry Le Châtelier",9646,"Léo Vignon",1921,C
5302,"Henry Le Châtelier",3768,"Robert Hadfield",1930,C
5302,"Henry Le Châtelier",6761,"James F Norris",1920,C
5302,"Henry Le Châtelier",3649,"Victor Grignard",1930,C
5302,"Henry Le Châtelier",3763,"Louis Hackspill",1934,C
5302,"Henry Le Châtelier",5140,"Alfred Lacroix",1928,C
5302,"Henry Le Châtelier",854,"Carl Benedicks",1929,C
446,"Angelo Angeli",7001,"Nicola Parravano",1917,C
446,"Angelo Angeli",7001,"Nicola Parravano",1922,C
446,"Angelo Angeli",7828,"Luigi Rolla",1924,C
446,"Angelo Angeli",5426,"Giorgio R Levi",1928,C
446,"Angelo Angeli",1552,"Livio Cambi",1926,C
446,"Angelo Angeli",1552,"Livio Cambi",1928,C
446,"Angelo Angeli",7090,"Guido Pellizzari",1924,C
446,"Angelo Angeli",7090,"Guido Pellizzari",1931,C
446,"Angelo Angeli",7090,"Guido Pellizzari",1917,C
446,"Angelo Angeli",9713,"Adolf J von Baeyer",1913,C
446,"Angelo Angeli",9713,"Adolf J von Baeyer",1911,C
446,"Angelo Angeli",1398,"Giuseppe Bruni",1928,C
446,"Angelo Angeli",6181,"Angelo Menozzi",1928,C
6171,"Dmitri Mendeleev",4107,"Oscar Hertwig",1906,C
6171,"Dmitri Mendeleev",4107,"Oscar Hertwig",1905,C
6171,"Dmitri Mendeleev",5710,"Robert Luther",1906,C
6171,"Dmitri Mendeleev",9563,"Jacobus H van´t Hoff",1906,C
6171,"Dmitri Mendeleev",9563,"Jacobus H van´t Hoff",1905,C
6171,"Dmitri Mendeleev",7185,"Otto Pettersson",1906,C
6171,"Dmitri Mendeleev",7185,"Otto Pettersson",1905,C
6171,"Dmitri Mendeleev",5144,"Albert Ladenburg",1907,C
6171,"Dmitri Mendeleev",9713,"Adolf J von Baeyer",1907,C
694,"Philippe Barbier",1513,"Eyvind Bödtker",1922,C
694,"Philippe Barbier",1513,"Eyvind Bödtker",1920,C
694,"Philippe Barbier",9713,"Adolf J von Baeyer",1912,C
1825,"Frank W Clarke",6065,"Hiram C McNeil",1916,C
949,"Marcellin Berthelot",2250,"Joseph H de Lacaze-Duthiers",1901,C
949,"Marcellin Berthelot",4063,"Louis Henry",1902,C
949,"Marcellin Berthelot",5923,"Vladimir Markovnikov",1902,C
949,"Marcellin Berthelot",2132,"Gaston Darboux",1902,C
949,"Marcellin Berthelot",2132,"Gaston Darboux",1904,C
949,"Marcellin Berthelot",7552,"Sir William Ramsay",1902,C
949,"Marcellin Berthelot",5971,"Eleutère Mascart",1902,C
949,"Marcellin Berthelot",6352,"Henri Moissan",1904,C
949,"Marcellin Berthelot",5144,"Albert Ladenburg",1907,C
949,"Marcellin Berthelot",3022,"Emil H Fischer",1906,C
949,"Marcellin Berthelot",5403,"Paul Leroy-Beaulieu",1903,C
949,"Marcellin Berthelot",9646,"Léo Vignon",1907,C
14678,"Arie Jan Haagen-Smit ",15621,"Arthur Victor Tobolsky",1970,C
14678,"Arie Jan Haagen-Smit ",14679,"N Davidson",1968,C
14678,"Arie Jan Haagen-Smit ",10733,"Dan H Campbell",1968,C
6696,"Paul Niggli",3048,"Robert Flatt",1941,C
6696,"Paul Niggli",11818,"J Werder",1941,C
6696,"Paul Niggli",11817,"R Signer",1941,C
6696,"Paul Niggli",2944,"Walter Feitknecht",1941,C
13032,"Har Gobind Khorana",14730,"François Jacob",1968,C
13032,"Har Gobind Khorana",7146,"Max Ferdinand Perutz",1966,C
13032,"Har Gobind Khorana",7146,"Max Ferdinand Perutz",1967,C
13032,"Har Gobind Khorana",7146,"Max Ferdinand Perutz",1968,C
13032,"Har Gobind Khorana",10961,"R P Mitra",1968,C
13032,"Har Gobind Khorana",14612,"A P Nygaard",1967,C
13032,"Har Gobind Khorana",10535,"J Halpern",1968,C
13032,"Har Gobind Khorana",11152,"H O Huisman",1966,C
13032,"Har Gobind Khorana",10948,"Gopalasamudram Narayanan Ramachandran",1967,C
13032,"Har Gobind Khorana",14687,"Alan Rushton Battersby",1968,C
13032,"Har Gobind Khorana",10663,"B N Ghosh",1965,C
13032,"Har Gobind Khorana",13090,"Jacques Monod",1968,C
13032,"Har Gobind Khorana",10900,"R K Morton",1963,C
13032,"Har Gobind Khorana",14731,"A Iwoff",1968,C
13934,"Marshall Warren Nirenberg",14730,"François Jacob",1968,C
13934,"Marshall Warren Nirenberg",7146,"Max Ferdinand Perutz",1966,C
13934,"Marshall Warren Nirenberg",7146,"Max Ferdinand Perutz",1967,C
13934,"Marshall Warren Nirenberg",7146,"Max Ferdinand Perutz",1968,C
13934,"Marshall Warren Nirenberg",14280,"R Acher",1966,C
13934,"Marshall Warren Nirenberg",13972,"J B Marsh",1965,C
13934,"Marshall Warren Nirenberg",14694,"G Montalenti",1968,C
13934,"Marshall Warren Nirenberg",14621,"Stephen Zamenhof",1967,C
13934,"Marshall Warren Nirenberg",14281,"R Monier",1966,C
13934,"Marshall Warren Nirenberg",13090,"Jacques Monod",1968,C
13934,"Marshall Warren Nirenberg",14693,"A M Liquori",1968,C
13934,"Marshall Warren Nirenberg",13971,"R E Davies",1965,C
13934,"Marshall Warren Nirenberg",13971,"R E Davies",1965,C
13934,"Marshall Warren Nirenberg",14731,"A Iwoff",1968,C
13934,"Marshall Warren Nirenberg",14282,"Vernon Martin Ingram",1966,C
13934,"Marshall Warren Nirenberg",10813,"V Caglioti",1968,C
4159,"Walter Hieber",13998,"Wilhelm Karl Klemm",1969,C
4159,"Walter Hieber",13998,"Wilhelm Karl Klemm",1968,C
4159,"Walter Hieber",10644,"H Hopff",1965,C
4159,"Walter Hieber",14744,"Ewald Wicke",1968,C
4159,"Walter Hieber",10517,"R Schenk",1952,C
4159,"Walter Hieber",14175,"P W Schenk",1966,C
287,"John J Abel",6761,"James F Norris",1927,C
287,"John J Abel",9936,"Charles D Walcott",1925,C
287,"John J Abel",9936,"Charles D Walcott",1926,C
287,"John J Abel",9936,"Charles D Walcott",1927,C
287,"John J Abel",3795,"George E Hale",1927,C
1487,"Adolf F Butenandt",4719,"Paul Karrer",1939,C
1487,"Adolf F Butenandt",4719,"Paul Karrer",1938,C
1487,"Adolf F Butenandt",8597,"Samuel Smiles",1936,C
1487,"Adolf F Butenandt",9998,"Ernst Waser",1938,C
1487,"Adolf F Butenandt",10210,"Richard M Willstätter",1934,C
1487,"Adolf F Butenandt",5205,"Karl Landsteiner",1935,C
10299,"Harland G Wood",9207,"Hugo A Theorell",1950,C
10299,"Harland G Wood",2235,"George de Hevesy",1950,C
10299,"Harland G Wood",9747,"Ulf S von Euler",1949,C
10299,"Harland G Wood",3847,"Einar Hammarsten",1950,C
10299,"Harland G Wood",7974,"John Runnström",1950,C
10299,"Harland G Wood",4683,"Georg Kahlson",1949,C
10299,"Harland G Wood",5486,"Göran Liljestrand",1949,C
10299,"Harland G Wood",10330,"René Wurmser",1952,C
10299,"Harland G Wood",6567,"Karl Myrbäck",1950,C
10086,"Chester H Werkman",9207,"Hugo A Theorell",1950,C
10086,"Chester H Werkman",2235,"George de Hevesy",1950,C
10086,"Chester H Werkman",9747,"Ulf S von Euler",1949,C
10086,"Chester H Werkman",3847,"Einar Hammarsten",1950,C
10086,"Chester H Werkman",7974,"John Runnström",1950,C
10086,"Chester H Werkman",4683,"Georg Kahlson",1949,C
10086,"Chester H Werkman",9668,"Artturi I Virtanen",1948,C
10086,"Chester H Werkman",9668,"Artturi I Virtanen",1949,C
10086,"Chester H Werkman",5486,"Göran Liljestrand",1949,C
10086,"Chester H Werkman",10330,"René Wurmser",1952,C
10086,"Chester H Werkman",6567,"Karl Myrbäck",1950,C
9207,"Hugo A Theorell",4513,"Hans C Jacobaeus",1937,C
9207,"Hugo A Theorell",7790,"Jean Roche",1952,C
9207,"Hugo A Theorell",8895,"James B Sumner",1952,C
9207,"Hugo A Theorell",8895,"James B Sumner",1955,C
9207,"Hugo A Theorell",8895,"James B Sumner",1954,C
9207,"Hugo A Theorell",10603,"M Giordani",1954,C
9207,"Hugo A Theorell",10604,"Harry Lundin",1954,C
9207,"Hugo A Theorell",9751,"Hans K von Euler-Chelpin",1955,C
9207,"Hugo A Theorell",9751,"Hans K von Euler-Chelpin",1953,C
9207,"Hugo A Theorell",721,"Christian Barthel",1953,C
9207,"Hugo A Theorell",721,"Christian Barthel",1954,C
9207,"Hugo A Theorell",3847,"Einar Hammarsten",1937,C
9207,"Hugo A Theorell",3847,"Einar Hammarsten",1955,C
9207,"Hugo A Theorell",3847,"Einar Hammarsten",1938,C
9207,"Hugo A Theorell",7899,"A Rossi-Fanelli",1954,C
9207,"Hugo A Theorell",9868,"Albert von Szent-Györgyi",1955,C
9207,"Hugo A Theorell",2235,"George de Hevesy",1955,C
9207,"Hugo A Theorell",9668,"Artturi I Virtanen",1954,C
9207,"Hugo A Theorell",9668,"Artturi I Virtanen",1955,C
9207,"Hugo A Theorell",6567,"Karl Myrbäck",1953,C
9207,"Hugo A Theorell",10605,"R Nilsson",1954,C
9207,"Hugo A Theorell",10605,"R Nilsson",1955,C
9207,"Hugo A Theorell",10605,"R Nilsson",1953,C
9207,"Hugo A Theorell",10593,"Henrik Gunnar Lundegårdh",1955,C
4401,"Erich Hückel",10610,"Karl W Ziegler",1968,C
4401,"Erich Hückel",10610,"Karl W Ziegler",1969,C
4401,"Erich Hückel",10610,"Karl W Ziegler",1966,C
4401,"Erich Hückel",10610,"Karl W Ziegler",1967,C
4401,"Erich Hückel",10610,"Karl W Ziegler",1970,C
4401,"Erich Hückel",11391,"Rudolf Ludwig Mössbauer",1968,C
4401,"Erich Hückel",11391,"Rudolf Ludwig Mössbauer",1967,C
4401,"Erich Hückel",11391,"Rudolf Ludwig Mössbauer",1970,C
4401,"Erich Hückel",11391,"Rudolf Ludwig Mössbauer",1966,C
4401,"Erich Hückel",14268,"G Schenck",1966,C
