_id,first_nomin_y,last_nomin_y,range_y,n_nominations,nominator_NP,nominator_id,nominator_name,nominee_NP,nominee_id,nominee_name,nominee_NP_C
633db536c1ae1691ad071b1a,1946,1946,0,1,C in 1929|,9751,Hans K von Euler-Chelpin,C in 1946|,8895,James B Sumner,1
633db536c1ae1691ad071b1b,1941,1941,0,1,,1872,Edwin J Cohn,C in 1946|,8895,James B Sumner,1
633db537c1ae1691ad071b1c,1941,1941,0,1,,2693,John T Edsall,C in 1946|,8895,James B Sumner,1
633db536c1ae1691ad071b18,1945,1946,1,2,C in 1926|,8915,Theodor Svedberg,C in 1946|,8895,James B Sumner,1
633db537c1ae1691ad071b29,1944,1944,0,1,,4564,Maurice Javillier,C in 1946|,8731,Wendell M Stanley,1
633db537c1ae1691ad071b2e,1941,1941,0,1,,4533,Frans M Jaeger,C in 1946|,8731,Wendell M Stanley,1
633db537c1ae1691ad071b2f,1946,1946,0,1,C in 1929|,9751,Hans K von Euler-Chelpin,C in 1946|,8731,Wendell M Stanley,1
633db537c1ae1691ad071b2c,1938,1939,1,2,C in 1934|,9461,Harold Clayton Urey,C in 1946|,8731,Wendell M Stanley,1
633db537c1ae1691ad071b2d,1943,1945,2,3,C in 1939|,7994,Leopold Ruzicka,C in 1946|,8731,Wendell M Stanley,1
633db537c1ae1691ad071b2a,1943,1946,3,3,,8473,Harlow Shapley,C in 1946|,8731,Wendell M Stanley,1
633db537c1ae1691ad071b2b,1939,1942,3,2,C in 1926|,8915,Theodor Svedberg,C in 1946|,8731,Wendell M Stanley,1
633db537c1ae1691ad071b1d,1944,1944,0,1,,4564,Maurice Javillier,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b1f,1941,1941,0,1,,2971,Ronald M Ferry,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b21,1940,1940,0,1,C in 1946|,8895,James B Sumner,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b22,1941,1941,0,1,,8473,Harlow Shapley,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b23,1946,1946,0,1,C in 1926|,8915,Theodor Svedberg,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b24,1942,1942,0,1,,3948,Felix Haurowitz,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b26,1946,1946,0,1,C in 1948|,9282,Arne W Tiselius,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b27,1941,1941,0,1,,1872,Edwin J Cohn,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b28,1941,1941,0,1,,2693,John T Edsall,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b1e,1941,1945,4,2,,3029,Hermann O Fischer,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b20,1941,1945,4,4,C in 1939|,7994,Leopold Ruzicka,C in 1946|,6764,John H Northrop,1
633db537c1ae1691ad071b25,1941,1945,4,2,,4377,Andrew Hunter,C in 1946|,6764,John H Northrop,1
633db536c1ae1691ad071939,1945,1945,0,1,,8246,Henry A Schuette,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07193f,1947,1947,0,1,,3357,Henry Gault,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071940,1939,1939,0,1,,3546,Edwin S Goodrich,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071941,1940,1940,0,1,,3002,George I Finch,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071942,1940,1940,0,1,,9998,Ernst Waser,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071943,1946,1946,0,1,,9572,Gustave Vavon,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071944,1940,1940,0,1,C in 1937|,4719,Paul Karrer,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071945,1940,1940,0,1,,10144,Johan P Wibaut,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071946,1933,1933,0,1,C in 1929|,3887,Arthur Harden,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071947,1935,1935,0,1,,5793,Antonio Madinaveitia,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071948,1944,1944,0,1,,6053,Samuel M McElvain,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071949,1944,1944,0,1,,5991,Joseph H Mathews,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07194a,1942,1942,0,1,,494,Fritz Arndt,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07194b,1946,1946,0,1,C in 1929|,9751,Hans K von Euler-Chelpin,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07194c,1942,1942,0,1,,8511,Nevil V Sidgwick,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07194d,1946,1946,0,1,,2605,Georges Dupont,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07194f,1943,1943,0,1,,7965,Paul Ruggli,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071950,1944,1944,0,1,,319,Homer Adkins,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071951,1935,1935,0,1,,9818,Edmund von Lippmann,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071952,1936,1936,0,1,,2551,Jack C Drummond,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071953,1935,1935,0,1,,7160,Rudolph A Peters,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071954,1933,1933,0,1,,4172,Thomas P Hilditch,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071955,1933,1933,0,1,,2655,John C Earl,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071956,1947,1947,0,1,,4213,Edmund L Hirst,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071957,1928,1928,0,1,,7121,William H Perkin Jr,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad071958,1938,1938,0,1,,5748,Alexander K Macbeth,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07193a,1933,1936,3,3,C in 1915|,10210,Richard M Willstätter,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07193c,1940,1944,4,3,PM in 1950|,7631,Tadeus Reichstein,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07193b,1938,1947,9,6,C in 1937|,3957,Sir Walter Norman Haworth,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07193d,1938,1947,9,2,,2111,Sir Henry Hallett Dale,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07193e,1938,1947,9,8,C in 1939|,7994,Leopold Ruzicka,C in 1947|,7783,Robert Robinson,1
633db536c1ae1691ad07194e,1933,1944,11,3,,4006,Sir Ian Morris Heilbron,C in 1947|,7783,Robert Robinson,1
633db539c1ae1691ad0720ec,1948,1948,0,1,,7731,Byron Riegel,C in 1948|,9282,Arne W Tiselius,1
633db539c1ae1691ad0720ed,1948,1948,0,1,,7790,Jean Roche,C in 1948|,9282,Arne W Tiselius,1
633db539c1ae1691ad0720ee,1948,1948,0,1,,4702,Bogdan Kamienski,C in 1948|,9282,Arne W Tiselius,1
633db539c1ae1691ad0720ef,1948,1948,0,1,,4854,Lafayette C King,C in 1948|,9282,Arne W Tiselius,1
633db539c1ae1691ad0720f0,1947,1947,0,1,,6239,Kurt H Meyer,C in 1948|,9282,Arne W Tiselius,1
633db539c1ae1691ad0720f1,1948,1948,0,1,,3955,Egbert Havinga,C in 1948|,9282,Arne W Tiselius,1
633db539c1ae1691ad07207d,1948,1948,0,1,C in 1954|PE in 1962|,7045,Linus C Pauling,C in 1949|,3418,William F Giauque,1
633db539c1ae1691ad07207e,1942,1942,0,1,,4168,Joel Hildebrand,C in 1949|,3418,William F Giauque,1
633db539c1ae1691ad07207f,1949,1949,0,1,C in 1926|,8915,Theodor Svedberg,C in 1949|,3418,William F Giauque,1
633db539c1ae1691ad072083,1936,1936,0,1,C in 1934|,9461,Harold Clayton Urey,C in 1949|,3418,William F Giauque,1
633db539c1ae1691ad072081,1948,1949,1,2,C in 1948|,9282,Arne W Tiselius,C in 1949|,3418,William F Giauque,1
633db539c1ae1691ad072082,1948,1949,1,2,,10458,Gustav A Ölander,C in 1949|,3418,William F Giauque,1
633db539c1ae1691ad072084,1948,1949,1,2,,4417,Gunnar Hägg,C in 1949|,3418,William F Giauque,1
633db539c1ae1691ad07207c,1942,1947,5,2,,5263,Wendell M Latimer,C in 1949|,3418,William F Giauque,1
633db539c1ae1691ad072080,1937,1947,10,2,,4607,Herrick L Johnston,C in 1949|,3418,William F Giauque,1
633db537c1ae1691ad071c66,1935,1935,0,1,,3028,Hermann E Fischer,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c67,1934,1934,0,1,,454,Richard Anschütz,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c69,1934,1934,0,1,,7575,Berthold Rassow,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c6a,1935,1935,0,1,,8829,Fritz Straus,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c6b,1950,1950,0,1,,2577,Charles Dufraisse,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c6c,1949,1949,0,1,,1190,Walther Borsche,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c6d,1943,1943,0,1,,7975,Hans Rupe,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c70,1934,1934,0,1,,755,Karl H Bauer,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c71,1936,1936,0,1,,2351,Marcel Delépine,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c72,1937,1937,0,1,,9263,Erich Tiede,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c73,1936,1936,0,1,,2143,Georges Darzens,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c74,1937,1937,0,1,,5411,Hermann Leuchs,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c68,1932,1937,5,5,C in 1930|,3026,Hans Fischer,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c6e,1932,1937,5,4,C in 1928|,10241,Adolf O Windaus,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c6f,1942,1949,7,4,,4271,Bror Holmberg,C in 1950|,2432,Otto P Diels,1
633db537c1ae1691ad071c65,1932,1950,18,7,C in 1927|,10166,Heinrich O Wieland,C in 1950|,2432,Otto P Diels,1
633db53ac1ae1691ad07238a,1950,1950,0,1,,2577,Charles Dufraisse,C in 1950|,359,Kurt Alder,1
633db53ac1ae1691ad07238b,1950,1950,0,1,C in 1927|,10166,Heinrich O Wieland,C in 1950|,359,Kurt Alder,1
633db53ac1ae1691ad07238d,1936,1936,0,1,,2351,Marcel Delépine,C in 1950|,359,Kurt Alder,1
633db53ac1ae1691ad07238c,1942,1949,7,4,,4271,Bror Holmberg,C in 1950|,359,Kurt Alder,1
633db537c1ae1691ad071cf5,1949,1949,0,1,,9652,German E Villar,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cf6,1949,1949,0,1,,7794,Worth H Rodebush,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cf7,1951,1951,0,1,,5290,Ernest O Lawrence,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cf8,1948,1948,0,1,C in 1934|,9461,Harold Clayton Urey,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cf9,1949,1949,0,1,,1484,Arthur M Buswell,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cfa,1948,1948,0,1,,8604,Cyril S Smith,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cfb,1955,1955,0,1,,7725,Sir Eric Keightley Rideal,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cfc,1951,1951,0,1,C in 1948|,9282,Arne W Tiselius,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cfd,1948,1948,0,1,,3485,George Glockler,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cfe,1949,1949,0,1,,7213,Thomas E Phipps,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071d00,1951,1951,0,1,,7110,Marguerite Perey,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071d01,1948,1948,0,1,,4181,Terrell L Hill,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071d02,1948,1948,0,1,,3668,Cornelius S Grove,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071d03,1950,1950,0,1,C in 1944|,3787,Otto Hahn,C in 1951|,8323,Glenn Theodore Seaborg,1
633db538c1ae1691ad071d04,1951,1951,0,1,,548,Adriaan H.W Aten Jr,C in 1951|,8323,Glenn Theodore Seaborg,1
633db538c1ae1691ad071d05,1946,1946,0,1,,2903,Kasimir Fajans,C in 1951|,8323,Glenn Theodore Seaborg,1
633db538c1ae1691ad071d06,1951,1951,0,1,C in 1949|,3418,William F Giauque,C in 1951|,8323,Glenn Theodore Seaborg,1
633db538c1ae1691ad071d07,1948,1948,0,1,,1772,John Chipman,C in 1951|,8323,Glenn Theodore Seaborg,1
633db538c1ae1691ad071d08,1948,1948,0,1,,7731,Byron Riegel,C in 1951|,8323,Glenn Theodore Seaborg,1
633db538c1ae1691ad071d09,1951,1951,0,1,C in 1926|,8915,Theodor Svedberg,C in 1951|,8323,Glenn Theodore Seaborg,1
633db538c1ae1691ad071d0a,1948,1948,0,1,,13985,William Albert Noyes Jr,C in 1951|,8323,Glenn Theodore Seaborg,1
633db538c1ae1691ad071d0b,1951,1951,0,1,P in 1938|,2955,Enrico Fermi,C in 1951|,8323,Glenn Theodore Seaborg,1
633db537c1ae1691ad071cff,1950,1951,1,2,,10200,John E Willard,C in 1951|,8323,Glenn Theodore Seaborg,1
633db53ac1ae1691ad072214,1951,1951,0,1,,5290,Ernest O Lawrence,C in 1951|,6062,Edwin Mattison McMillan,1
633db53ac1ae1691ad072215,1951,1951,0,1,C in 1948|,9282,Arne W Tiselius,C in 1951|,6062,Edwin Mattison McMillan,1
633db53ac1ae1691ad072216,1948,1948,0,1,,10352,Don M Yost,C in 1951|,6062,Edwin Mattison McMillan,1
633db53ac1ae1691ad072217,1951,1951,0,1,C in 1926|,8915,Theodor Svedberg,C in 1951|,6062,Edwin Mattison McMillan,1
633db539c1ae1691ad072061,1950,1952,2,3,,4642,Erik J Jorpes,C in 1952|,8946,Richard L M Synge,1
633db536c1ae1691ad07196d,1952,1952,0,1,,6239,Kurt H Meyer,C in 1952|,5945,Archer John Porter Martin,1
633db536c1ae1691ad07196f,1951,1951,0,1,,6339,San-ichiro Mizushima,C in 1952|,5945,Archer John Porter Martin,1
633db536c1ae1691ad071970,1950,1950,0,1,,10292,Robert Wolff,C in 1952|,5945,Archer John Porter Martin,1
633db536c1ae1691ad07196e,1950,1952,2,3,,4642,Erik J Jorpes,C in 1952|,5945,Archer John Porter Martin,1
633db535c1ae1691ad0718e9,1953,1953,0,1,,10835,H Bredereck,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718eb,1953,1953,0,1,,13461,E Adler,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718ee,1953,1953,0,1,,10597,Terje Enkvist,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f0,1949,1949,0,1,C in 1928|,10241,Adolf O Windaus,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f1,1950,1950,0,1,,5765,Felix Machatschki,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f5,1935,1935,0,1,,8885,Hermann Suida,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f7,1947,1947,0,1,,5185,Ole Lamm,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f8,1952,1952,0,1,,10515,P Kirjakka,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f9,1951,1951,0,1,,8262,G V Schulz,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad0718fc,1951,1951,0,1,,10657,Georg Wittig,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad0718fe,1951,1951,0,1,,4402,W Hückel,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad0718ff,1952,1952,0,1,,10509,Reine Leimu,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad071900,1953,1953,0,1,,10163,H Wieland,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad071901,1941,1941,0,1,,6646,Costin D Nenitzescu,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad071902,1953,1953,0,1,,6567,Karl Myrbäck,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad071903,1939,1939,0,1,,765,Emil Baur,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad071905,1951,1951,0,1,,1426,E H Buchner,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad071906,1952,1952,0,1,,10512,H H Schlubach,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad071907,1931,1931,0,1,,5021,Paul Krais,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad071908,1951,1951,0,1,C in 1939|,7994,Leopold Ruzicka,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718ec,1931,1932,1,2,,7924,Oskari Routola,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f2,1951,1952,1,2,,10513,Kurt Buch,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f6,1952,1953,1,2,,10498,Olof Samuelson,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718fa,1952,1953,1,2,,10471,Nils Gralén,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718fb,1951,1952,1,2,,6962,John Palmén,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f3,1951,1953,2,3,C in 1939|,1487,Adolf F Butenandt,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad071904,1951,1953,2,3,,7863,R H Roschier,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718ef,1947,1950,3,4,,9402,Pauli Tuorila,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718f4,1931,1935,4,3,,4907,Fredrik W Klingstedt,C in 1953|,8746,Hermann Staudinger,1
633db536c1ae1691ad0718fd,1946,1951,5,3,C in 1945|,9668,Artturi I Virtanen,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718e8,1946,1953,7,8,,4844,Sulo Kilpi,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718ed,1946,1953,7,8,,9309,Eero Tommila,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718e7,1934,1953,19,3,,2988,Hans E Fierz-David,C in 1953|,8746,Hermann Staudinger,1
633db535c1ae1691ad0718ea,1931,1953,22,9,,9296,Niilo J Toivonen,C in 1953|,8746,Hermann Staudinger,1
633db537c1ae1691ad071b3e,1949,1949,0,1,C in 1965|,10302,Robert Burns Woodward,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b40,1950,1950,0,1,,2469,Jean Doeuvre,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b42,1948,1948,0,1,,7731,Byron Riegel,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b44,1954,1954,0,1,,8473,Harlow Shapley,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b46,1943,1943,0,1,,6292,Robert A Millikan,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b47,1951,1951,0,1,,2404,H Deuel,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b48,1949,1949,0,1,,1974,Charles D Coryell,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b4b,1954,1954,0,1,C in 1926|,8915,Theodor Svedberg,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b4c,1949,1949,0,1,,10234,Edgar Bright Wilson Jr.,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b4d,1948,1948,0,1,,8037,Bruce H Sage,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b4e,1954,1954,0,1,,10597,Terje Enkvist,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b4f,1951,1951,0,1,,4324,Bernardo Alberto Houssay,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b51,1954,1954,0,1,,10598,J Wyart,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b52,1954,1954,0,1,,7863,R H Roschier,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b54,1948,1948,0,1,,3485,George Glockler,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b55,1948,1948,0,1,,4461,Sir Christopher Kelk Ingold,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b56,1954,1954,0,1,C in 1935|,4613,Frédéric Joliot,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b58,1948,1948,0,1,,6019,Joseph Edward Mayer,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b59,1948,1948,0,1,,8906,James H Surdivant,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b5a,1949,1949,0,1,,4870,George B Kistiakowsky,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b5b,1953,1953,0,1,,3948,Felix Haurowitz,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b5c,1954,1954,0,1,,9296,Niilo J Toivonen,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b5d,1944,1944,0,1,,4952,Joseph B Koepfli,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b5f,1953,1953,0,1,,10561,J M Sturtevant,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b60,1948,1948,0,2,C in 1934|,9461,Harold Clayton Urey,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b61,1948,1948,0,1,,6690,Carl G Niemann,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b62,1953,1953,0,1,,10509,Reine Leimu,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b63,1950,1950,0,1,,1459,Wilhelm Gerhard Burgers,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b64,1950,1950,0,1,,564,Maurice Auméras,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b65,1946,1946,0,1,,5543,Robert S Livingston,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b66,1948,1948,0,1,,5674,Howard J Lucas,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b67,1948,1948,0,1,C in 1960|,5458,Willard Frank Libby,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b68,1940,1940,0,1,,5205,Karl Landsteiner,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b69,1948,1948,0,1,,7005,James R Partington,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b6a,1948,1948,0,1,,8935,Ernest H Swift,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b6b,1954,1954,0,1,C in 1935|,4615,Irène Joliot-Curie,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b6c,1952,1952,0,1,,10503,E Hille,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b6d,1948,1948,0,1,,10384,László Zechmeister,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b6e,1948,1948,0,1,,615,Richard M Badger,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b6f,1950,1950,0,1,,1811,Stig M Claesson,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b41,1953,1954,1,2,,2485,Edward A Doisy,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b57,1953,1954,1,2,,3212,Karl Johann Freudenberg,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b49,1952,1954,2,2,C in 1948|,9282,Arne W Tiselius,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b4a,1950,1953,3,2,,3436,Paul-Antoine Giguère,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b3f,1944,1948,4,2,,5135,William N Lacey,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b5e,1944,1948,4,2,,744,Stuart J Bates ,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b53,1946,1951,5,2,,8626,Charles P Smyth,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b45,1940,1946,6,2,,4861,John G Kirkwood,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b50,1949,1955,6,5,,3765,Jacques Hadamard,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db537c1ae1691ad071b43,1941,1954,13,3,,9868,Albert von Szent-Györgyi,C in 1954|PE in 1962|,7045,Linus C Pauling,1
633db536c1ae1691ad071a62,1954,1954,0,1,,1953,Carl F Cori,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a63,1948,1948,0,1,C in 1946|,8731,Wendell M Stanley,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a64,1948,1948,0,1,,2533,Carl A Dragstedt,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a65,1955,1955,0,1,PM in 1964|,5722,Feodor Lynen,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a67,1955,1955,0,1,,10664,F Wessely,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a69,1955,1955,0,1,,10662,F Buscarons,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a6a,1955,1955,0,1,C in 1952|,8946,Richard L M Synge,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a6b,1956,1956,0,1,C in 1938|,5084,Richard Kuhn,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a6c,1947,1947,0,1,,3193,Arne Fredga,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a6d,1944,1944,0,1,,2777,Conrad A Elvehjem,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a6e,1947,1947,0,1,C in 1939|,7994,Leopold Ruzicka,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a6f,1955,1955,0,1,,10663,B N Ghosh,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a70,1954,1954,0,1,,1955,Gerty T Cori,C in 1955|,2555,Vincent du Vigneaud,1
633db536c1ae1691ad071a71,1945,1945,0,1,,9016,Abraham Taub,C in 1955|,2555,Vincent du Vigneaud,1
